solar_generation,date (YYYYMMDD),hour (HHMM),variable_1,variable_2,variable_3,variable_4,variable_5
0,20130608,2200,17.5,92,0.32,4.33,143.77
0,20130608,2300,16.5,94,0.32,4.09,114.16
0,20130609,0,15.6,96,0.32,3.64,30.43
0,20130609,100,15.8,96,0.32,4.61,119.83
0,20130609,200,16.4,95,0.32,4.59,21.04
0,20130609,300,15.8,96,0.32,5.02,141.42
0,20130609,400,15.8,96,0.32,5.12,36.25
0,20130609,500,16.4,95,0.32,4.93,123.22
47.38,20130609,600,17.7,93,0.32,5.84,143.24
192.27,20130609,700,19.7,90,0.32,6.04,100.89
254.49,20130609,800,21.7,85,0.32,6.59,129.97
380.61,20130609,900,22.4,80,0.32,6.23,114.49
430.21,20130609,1000,22.7,79,0.32,6.61,96.23
400.78,20130609,1100,23.1,79,0.32,5.59,132.59
376.54,20130609,1200,23.5,78,0.32,5.93,111.39
173,20130609,1300,21.4,86,0.33,5.58,142.68
155.84,20130609,1400,18.6,94,0.38,5.81,131.2
324.25,20130609,1500,19.5,93,0.38,5.6,116.76
163.19,20130609,1600,20,94,0.37,5.65,66.17
84.39,20130609,1700,19.9,93,0.37,5.66,99.86
44.11,20130609,1800,19.6,92,0.37,4.43,46.41
1.66,20130609,1900,19.4,93,0.37,3.57,126.36
0,20130609,2000,19.3,95,0.39,4.82,109.41
0,20130609,2100,19.5,96,0.39,4.16,42.51
0,20130609,2200,19.8,95,0.38,4.43,44.81
0,20130609,2300,19.7,96,0.38,3.61,0.49
0,20130610,0,19.7,94,0.37,4.27,102.73
0,20130610,100,19.5,93,0.37,3.88,95.44
0,20130610,200,19.2,93,0.37,4.9,144.35
0,20130610,300,19,93,0.37,4.89,129.06
0,20130610,400,18.8,93,0.38,4.73,100.29
0,20130610,500,18.7,95,0.4,4.19,127.34
7.18,20130610,600,18.7,95,0.39,5.37,47.2
64.32,20130610,700,19,94,0.38,6.13,56.72
188.91,20130610,800,19.2,93,0.38,6.41,31.79
662.17,20130610,900,20.5,83,0.37,5.95,129.15
695.37,20130610,1000,21.2,75,0.37,6.72,137.59
840.28,20130610,1100,22.2,68,0.37,5.99,111.2
845.24,20130610,1200,22.9,64,0.36,6.19,116.53
856.89,20130610,1300,23.8,61,0.36,6.8,112.66
792.65,20130610,1400,24.5,57,0.36,5.78,134.55
505.53,20130610,1500,24.5,55,0.36,5.15,99.74
105.11,20130610,1600,22.7,63,0.35,6.03,129.85
261.75,20130610,1700,21.1,79,0.35,5.25,68.94
37.53,20130610,1800,22.6,68,0.35,4.93,30.08
1.08,20130610,1900,19.8,87,0.36,4.5,84.89
0,20130610,2000,19.3,90,0.37,4.84,35.68
0,20130610,2100,18.5,94,0.37,4.21,114.18
0,20130610,2200,18.4,95,0.37,4.17,82.47
0,20130610,2300,18.3,96,0.36,4.41,90.98
0,20130611,0,17.8,97,0.37,4.42,11.64
0,20130611,100,16.8,98,0.36,4.21,64.71
0,20130611,200,16.6,98,0.36,4.54,76.52
0,20130611,300,16.2,99,0.36,3.74,108.63
0,20130611,400,16.2,100,0.36,4.8,14.41
2.39,20130611,500,15.8,100,0.36,5.42,6.36
96.17,20130611,600,16.8,100,0.36,6.18,38.89
290.93,20130611,700,18.6,100,0.36,5.96,59.33
504.16,20130611,800,20.1,95,0.36,6.26,96.64
679.53,20130611,900,22.8,74,0.36,6.61,111.3
811.77,20130611,1000,23.8,68,0.36,6.62,41.26
907.51,20130611,1100,24.7,62,0.36,6,143.59
950.44,20130611,1200,25.2,60,0.35,6.25,83.7
875.91,20130611,1300,25.8,60,0.35,6.79,127.33
865.06,20130611,1400,26.4,60,0.35,6.59,21.88
745.29,20130611,1500,26.5,57,0.34,6.23,118.68
564.15,20130611,1600,26.7,58,0.34,6.57,103.35
367.81,20130611,1700,26.6,58,0.34,6.13,117.12
154.36,20130611,1800,25.9,62,0.34,4.6,2.56
15.33,20130611,1900,23.7,75,0.34,4.59,58.94
0,20130611,2000,21,90,0.34,4.84,110.07
0,20130611,2100,20.1,95,0.34,4.91,72.51
0,20130611,2200,19.7,96,0.34,4.77,3.77
0,20130611,2300,19.3,96,0.34,4.74,61.79
0,20130612,0,19,95,0.34,4.87,125.72
0,20130612,100,19,94,0.34,4.56,90.37
0,20130612,200,18.8,95,0.34,4.3,44.73
0,20130612,300,19.2,95,0.34,4.82,120.12
0,20130612,400,20.3,94,0.34,4.09,95.93
7.29,20130612,500,20.6,94,0.34,5.96,142.65
90.8,20130612,600,22.6,90,0.34,5.63,55.57
148.95,20130612,700,23.7,86,0.34,5.9,128.52
249,20130612,800,24.3,83,0.34,6.12,21.42
294.33,20130612,900,24.4,83,0.34,5.89,68.24
744.96,20130612,1000,25.6,80,0.34,5.83,141.61
657.73,20130612,1100,25.9,78,0.34,6.64,140.41
936.22,20130612,1200,27.4,74,0.34,6.01,3.17
877.33,20130612,1300,28.5,67,0.34,6.07,64.83
794.64,20130612,1400,28.9,63,0.33,6.5,91.43
626.62,20130612,1500,28.7,62,0.33,6.32,26.59
499.66,20130612,1600,28.7,63,0.33,5.65,144.4
327.77,20130612,1700,28.4,64,0.33,5.67,120.86
171.14,20130612,1800,27.8,68,0.32,5.31,93.1
32.55,20130612,1900,26.2,72,0.32,4.54,22.7
0,20130612,2000,24.3,80,0.32,4.38,127.32
0,20130612,2100,23.2,84,0.32,4.36,109.38
0,20130612,2200,22.6,84,0.32,4.43,50.06
0,20130612,2300,22.4,82,0.32,3.83,6.69
0,20130613,0,23.1,80,0.32,4.93,84.05
0,20130613,100,23.8,79,0.33,4.67,105.53
0,20130613,200,23.7,80,0.33,4.86,91.72
0,20130613,300,23.2,83,0.33,4.64,129.44
0,20130613,400,22.7,85,0.32,4.42,147.64
2.82,20130613,500,22.2,88,0.32,5.27,3.23
43.4,20130613,600,22.4,88,0.32,5.33,129.21
100.55,20130613,700,22.9,87,0.32,5.34,118.61
216.86,20130613,800,23.6,85,0.32,5.55,11.44
271.51,20130613,900,24.3,83,0.32,5.24,48.97
140.11,20130613,1000,24.4,82,0.32,5.98,1.71
438.89,20130613,1100,25.4,80,0.32,6.16,140.51
548.09,20130613,1200,26.4,76,0.32,6.28,47.93
222.64,20130613,1300,25.9,77,0.32,5.92,74.67
449.25,20130613,1400,23.9,85,0.32,6.72,55.29
553.09,20130613,1500,24.4,75,0.32,6.31,56.37
517.12,20130613,1600,24.4,70,0.32,6.15,30.38
349.61,20130613,1700,23.7,68,0.32,6.17,27.1
140.79,20130613,1800,22.9,70,0.32,4.67,93.23
27.86,20130613,1900,21.6,75,0.32,5.1,111.43
0,20130613,2000,20.4,81,0.32,5.36,33.08
0,20130613,2100,20.1,84,0.32,4.18,64.95
0,20130613,2200,19.6,82,0.32,4.35,101.1
0,20130613,2300,18.3,80,0.32,4.4,39.34
0,20130614,0,16.2,87,0.32,4.17,129.51
0,20130614,100,14.7,94,0.32,5.2,110.21
0,20130614,200,14.7,91,0.32,4.92,11.49
0,20130614,300,14.4,90,0.32,2.33,130.38
0,20130614,400,14.1,91,0.32,3.66,9.28
1.5,20130614,500,13.6,93,0.32,6.07,1.47
128.53,20130614,600,15.2,88,0.32,6.39,17.44
321.34,20130614,700,17.2,78,0.32,6.68,23.64
519.95,20130614,800,18.5,73,0.32,6.32,105
677.63,20130614,900,19.9,66,0.32,6.61,9.37
841.22,20130614,1000,21.3,61,0.31,6.58,17.91
926.02,20130614,1100,22.3,57,0.31,6.65,85.22
958.27,20130614,1200,23.1,53,0.31,6.87,43.99
948.12,20130614,1300,23.8,53,0.3,6.58,135.73
796.64,20130614,1400,23.9,55,0.3,6.75,56.82
718.43,20130614,1500,24.3,52,0.3,6.51,78.05
560.03,20130614,1600,24.6,49,0.3,6.06,71.17
383.88,20130614,1700,24.2,49,0.3,5.59,75.37
181.41,20130614,1800,23.2,52,0.3,5.29,21.33
22.2,20130614,1900,20.6,66,0.3,3.65,128.23
0,20130614,2000,17.9,79,0.3,4.49,148.18
0,20130614,2100,16.3,88,0.3,3.94,54.23
0,20130614,2200,16,87,0.3,4.39,96.97
0,20130614,2300,15.3,89,0.29,4.89,13.51
0,20130615,0,14.3,93,0.29,4.34,17.26
0,20130615,100,13.4,96,0.3,4.63,138.88
0,20130615,200,12.8,96,0.3,3.87,99.37
0,20130615,300,12.8,96,0.3,4.66,129.09
0,20130615,400,12.9,95,0.3,5.04,17.72
1.17,20130615,500,13,95,0.29,5.91,46.6
120.09,20130615,600,15.5,87,0.29,5.81,110.8
312.18,20130615,700,18.3,77,0.29,6.47,9.12
485.6,20130615,800,21,68,0.3,6.33,74.74
671.06,20130615,900,22.7,61,0.29,6.01,97.58
806.23,20130615,1000,23.7,59,0.29,6.55,130.22
698.1,20130615,1100,24.3,58,0.29,6.45,97.72
901.38,20130615,1200,24.8,58,0.29,6.78,76.35
797.74,20130615,1300,25.1,58,0.28,6.74,19.32
812.1,20130615,1400,25.6,58,0.28,6.22,138.77
617.62,20130615,1500,25.9,56,0.28,6.31,74.29
444.68,20130615,1600,25.7,57,0.28,6.11,6.22
371.78,20130615,1700,25.7,58,0.28,5.73,109.82
120.13,20130615,1800,24.7,59,0.28,5.1,122.82
18.83,20130615,1900,23.1,68,0.27,4.78,29.38
0,20130615,2000,20.8,79,0.27,4.59,9.01
0,20130615,2100,19.1,86,0.27,4.56,63.89
0,20130615,2200,18.6,88,0.28,4.42,65.98
0,20130615,2300,18.2,89,0.28,3.91,26.23
0,20130616,0,18.4,86,0.27,4.18,113.43
0,20130616,100,18.1,86,0.28,4.24,76.47
0,20130616,200,17.2,89,0.27,4.73,60.67
0,20130616,300,17.2,93,0.27,4.82,136.87
0,20130616,400,17.9,85,0.27,4.66,99.07
0,20130616,500,17.3,88,0.27,5.1,133.58
50.94,20130616,600,17.8,86,0.28,5.92,74.04
164.11,20130616,700,19.4,82,0.28,6.21,46.94
301.48,20130616,800,21,74,0.27,6.29,97.34
486.7,20130616,900,22.4,71,0.27,6.57,97.8
736.23,20130616,1000,24.7,65,0.27,6.03,35.71
687.33,20130616,1100,25.4,65,0.27,6.57,143.34
615.26,20130616,1200,25.5,64,0.27,6.82,121.52
673.78,20130616,1300,26.1,63,0.27,6.32,36.14
549.86,20130616,1400,25.9,64,0.26,5.82,92.04
617.7,20130616,1500,26.8,60,0.26,5.53,55.66
295.55,20130616,1600,26.2,63,0.26,5.74,2.1
215.34,20130616,1700,25.8,66,0.26,5.56,138.41
78.11,20130616,1800,25.1,70,0.26,5.02,3.55
13.44,20130616,1900,23.1,83,0.26,4.46,125.43
0,20130616,2000,21.6,86,0.26,4.96,116.36
0,20130616,2100,20.4,92,0.26,4.66,127.44
0,20130616,2200,20,95,0.26,5.38,86.72
0,20130616,2300,19.9,96,0.26,4.87,34.43
0,20130617,0,19.9,95,0.26,4.72,134.27
0,20130617,100,19.7,95,0.26,4.45,134.49
0,20130617,200,19.4,96,0.26,4.29,145.72
0,20130617,300,19.3,96,0.26,5.4,60.59
0,20130617,400,19.2,96,0.26,4.79,26.31
0,20130617,500,19.1,97,0.26,5.41,54.48
75.91,20130617,600,19.5,94,0.26,5.73,131.94
227.41,20130617,700,20.4,86,0.26,6.45,15.45
482.1,20130617,800,21.9,83,0.26,5.88,41.17
598.21,20130617,900,23.1,80,0.26,6.29,21.33
648.63,20130617,1000,24,77,0.26,6.43,106.98
767.95,20130617,1100,24.7,74,0.26,6.87,12.53
849.82,20130617,1200,25.5,70,0.26,6.29,121.64
754.08,20130617,1300,25.8,70,0.26,6.12,88.6
835.46,20130617,1400,26.3,66,0.25,6.3,132.69
569.72,20130617,1500,26.4,63,0.25,5.44,62.96
242.34,20130617,1600,25.1,67,0.25,5.36,124.02
115.82,20130617,1700,24,73,0.25,5.2,89.23
37.03,20130617,1800,21.3,86,0.25,4.57,150.14
5.54,20130617,1900,20.3,91,0.25,4.51,15.84
0,20130617,2000,20,92,0.25,4.97,42.09
0,20130617,2100,19.7,90,0.25,5.07,9.19
0,20130617,2200,19.3,92,0.25,5.04,112.09
0,20130617,2300,19.1,92,0.25,4.51,94.27
0,20130618,0,18.7,93,0.25,4.7,125.01
0,20130618,100,18.7,94,0.25,4.14,104.48
0,20130618,200,18.7,93,0.25,4.18,82.46
0,20130618,300,18.6,95,0.25,4.61,6.94
0,20130618,400,18.5,96,0.27,4.5,73.13
0,20130618,500,18.6,96,0.27,4.81,10.7
7.23,20130618,600,18.7,96,0.27,5.59,42.42
44.26,20130618,700,19,97,0.31,5.4,100.62
40.17,20130618,800,19.1,97,0.38,5.88,14.58
142.78,20130618,900,19.5,96,0.38,5.96,36.25
449.62,20130618,1000,20.5,94,0.36,5.8,75.77
376.51,20130618,1100,21,91,0.36,6.03,130.17
439.23,20130618,1200,19.8,91,0.35,6.24,91.58
397.68,20130618,1300,19.3,88,0.35,6.81,6.61
672.39,20130618,1400,20.9,78,0.35,6.85,115.79
729.6,20130618,1500,22.3,68,0.34,5.99,92.4
485.55,20130618,1600,22.7,67,0.34,6.14,56.14
403.05,20130618,1700,22.9,68,0.34,6.11,41.21
191.76,20130618,1800,22.1,70,0.34,4.88,99.13
16.52,20130618,1900,20.1,79,0.34,4.72,74.07
0,20130618,2000,18.1,88,0.33,5.07,66.42
0,20130618,2100,17.2,94,0.33,4.3,144.72
0,20130618,2200,16.7,95,0.33,4.55,105.41
0,20130618,2300,15.9,97,0.33,4.33,32.11
0,20130619,0,15.6,97,0.33,4.22,42.43
0,20130619,100,15.3,97,0.33,5.11,140.09
0,20130619,200,15.4,97,0.33,4.25,128.44
0,20130619,300,14.8,98,0.33,5.12,46.51
0,20130619,400,14.4,98,0.33,5.32,44.64
4.04,20130619,500,14.4,97,0.33,5.07,89.64
67.04,20130619,600,15.6,97,0.33,5.63,58.9
280.58,20130619,700,19.2,90,0.33,5.89,130.17
485.12,20130619,800,20.9,80,0.33,6.44,43.54
664.95,20130619,900,22.2,71,0.33,6.42,55.85
799.04,20130619,1000,23.5,65,0.33,6.4,130.1
919.71,20130619,1100,24.7,58,0.32,6.78,43.59
866.94,20130619,1200,25.4,56,0.32,6.51,82.23
817.64,20130619,1300,25.8,54,0.32,6.34,85.42
788.42,20130619,1400,26,53,0.32,6.46,143.06
348.09,20130619,1500,25.6,56,0.31,6.21,2.01
259.72,20130619,1600,24.9,62,0.31,5.45,34.66
203.15,20130619,1700,24.8,63,0.31,5.61,113.82
108.44,20130619,1800,23.8,71,0.31,5.24,94.67
40.72,20130619,1900,23.3,74,0.31,4.34,59.27
0,20130619,2000,22.1,78,0.31,5.11,139.93
0,20130619,2100,19.6,90,0.31,0.92,78.32
0,20130619,2200,18.3,94,0.31,4.75,131.79
0,20130619,2300,17.6,95,0.31,4.79,59.97
0,20130620,0,17,96,0.31,4.63,20.46
0,20130620,100,16.4,97,0.31,4.49,54.14
0,20130620,200,16,97,0.31,4.06,80.6
0,20130620,300,15.7,97,0.31,4.89,5.75
0,20130620,400,15.4,97,0.31,5.06,60.92
1.61,20130620,500,15.3,98,0.31,5.37,141.86
86.44,20130620,600,16.3,97,0.31,6.2,49.55
267.1,20130620,700,20,89,0.3,6.43,96.72
475.47,20130620,800,22.2,82,0.3,5.85,121.36
630.5,20130620,900,23.6,74,0.3,6.78,63.87
759.42,20130620,1000,24.6,67,0.3,6.42,42.62
409.98,20130620,1100,22.7,71,0.3,6.45,105.05
664.26,20130620,1200,24.5,67,0.3,5.81,27.39
385.16,20130620,1300,23.4,74,0.3,5.6,18.02
203.18,20130620,1400,22.6,73,0.3,5.09,117.32
56.29,20130620,1500,19.6,89,0.37,6.28,93.77
270.88,20130620,1600,20.4,88,0.37,5.73,23.26
143.78,20130620,1700,21.7,88,0.36,4.87,63.52
13.25,20130620,1800,20.9,94,0.35,5.4,20.17
7.67,20130620,1900,20.1,91,0.35,4.58,134.36
0,20130620,2000,19.3,94,0.35,4.31,0.22
0,20130620,2100,18.7,96,0.35,4.96,75.49
0,20130620,2200,18.2,96,0.35,4.55,41.92
0,20130620,2300,17.8,97,0.35,5.12,51.13
0,20130621,0,17.6,97,0.34,4.63,90.41
0,20130621,100,17.2,96,0.34,4.25,147.95
0,20130621,200,16.7,97,0.34,4.29,124.88
0,20130621,300,16.1,98,0.34,4.76,5.83
0,20130621,400,15.9,97,0.34,4.23,123.31
1.54,20130621,500,16.1,97,0.34,5.09,137.71
41.1,20130621,600,17.4,96,0.34,5.66,140.97
148.77,20130621,700,18.9,93,0.34,6.03,84.32
500.19,20130621,800,21.3,83,0.34,6.5,64.57
594.29,20130621,900,22.5,75,0.34,6.11,106.67
742.68,20130621,1000,23.4,70,0.33,6.52,2.51
392.36,20130621,1100,23.5,70,0.33,5.78,44.71
393.88,20130621,1200,23.9,69,0.33,5.83,129.56
209.8,20130621,1300,21.1,75,0.33,5.82,51.39
505.67,20130621,1400,21.6,72,0.33,6.56,31.23
478,20130621,1500,23.4,65,0.33,6.38,74.1
487.51,20130621,1600,24.1,66,0.33,5.75,79.48
319.86,20130621,1700,24.1,68,0.32,5.54,1.95
175.34,20130621,1800,23.6,71,0.32,4.96,35.86
33.18,20130621,1900,22,76,0.33,4.24,36.66
0,20130621,2000,19.2,89,0.33,4.05,65.22
0,20130621,2100,17.8,95,0.32,5.05,25.65
0,20130621,2200,17.2,97,0.32,4.65,46.76
0,20130621,2300,16.8,97,0.32,4.47,16.88
0,20130622,0,16.1,98,0.32,4.94,16.21
0,20130622,100,15.5,98,0.32,3.82,37.88
0,20130622,200,16,97,0.32,4.41,42.29
0,20130622,300,15.5,98,0.32,4.24,66.2
0,20130622,400,15,98,0.32,5.23,27.87
1.69,20130622,500,14.9,97,0.32,4.94,137.86
21.08,20130622,600,15.7,97,0.32,5.17,2.78
77.88,20130622,700,17.1,97,0.32,5.72,96.72
386.92,20130622,800,20.2,88,0.32,6.21,148.98
647.49,20130622,900,22.8,74,0.32,6.74,44.67
806.42,20130622,1000,24.1,66,0.32,6.33,135.58
607.54,20130622,1100,24.8,61,0.31,6.36,85.35
725.28,20130622,1200,25.2,60,0.31,5.92,46.86
764.27,20130622,1300,25.7,59,0.31,5.42,44.75
182.95,20130622,1400,25,63,0.31,5.74,37.54
137.49,20130622,1500,22.3,74,0.31,5.36,31.49
100.61,20130622,1600,20.3,81,0.31,5.14,95.32
111.69,20130622,1700,21.4,78,0.31,5.46,6.68
44.91,20130622,1800,20.4,87,0.31,4.76,102.18
28.05,20130622,1900,19.9,88,0.31,5.14,33.59
0,20130622,2000,17.8,95,0.31,4.44,1.19
0,20130622,2100,16.8,97,0.31,3.83,141.48
0,20130622,2200,16.2,97,0.31,4.84,114.37
0,20130622,2300,15.6,97,0.31,3.79,17.15
0,20130623,0,15.4,97,0.31,4.7,65.92
0,20130623,100,15.3,97,0.31,5.22,100.19
0,20130623,200,15.1,97,0.31,5.02,135.99
0,20130623,300,14.8,97,0.31,4.61,84.85
0,20130623,400,14.4,97,0.31,5.06,119.88
0,20130623,500,14.5,97,0.31,5.25,70.18
66.65,20130623,600,16.4,96,0.31,5.99,135.64
243.62,20130623,700,20.1,88,0.31,5.76,117.44
425.04,20130623,800,22.1,81,0.31,6.46,23.32
536.54,20130623,900,23.4,75,0.31,5.74,88.84
410.2,20130623,1000,23.8,72,0.3,5.8,97.82
590.08,20130623,1100,24.7,68,0.3,6.3,32.79
445.9,20130623,1200,24.1,69,0.3,5.84,137.01
531.2,20130623,1300,23.1,78,0.3,6.1,33.61
229.73,20130623,1400,22.8,80,0.3,6.03,83.77
334.92,20130623,1500,23.3,79,0.3,6.35,151.14
603.55,20130623,1600,24.7,71,0.3,5.64,64.67
168.76,20130623,1700,24.4,73,0.3,5.45,79.95
61.22,20130623,1800,20.4,88,0.31,5.25,4.37
15.83,20130623,1900,21,95,0.31,5.2,19.17
0,20130623,2000,20.1,97,0.31,4.7,95.53
0,20130623,2100,19.9,97,0.31,4.76,104.6
0,20130623,2200,20.1,96,0.31,4.49,27.4
0,20130623,2300,19.2,98,0.31,3.85,145.02
0,20130624,0,18.5,98,0.31,4.48,24.39
0,20130624,100,17.9,98,0.31,3.63,32.39
0,20130624,200,17.3,98,0.31,5.07,90.4
0,20130624,300,16.9,98,0.31,3.19,48.55
0,20130624,400,16.7,98,0.31,4.84,26.5
2.99,20130624,500,16.5,98,0.31,5.23,104.83
90.85,20130624,600,17.5,98,0.31,6.35,116.47
246.69,20130624,700,-9999,95,0.31,5.82,119.42
482.47,20130624,800,22.7,89,0.31,5.89,64.49
650.78,20130624,900,24,82,0.31,6.56,22.4
726.34,20130624,1000,24.9,73,0.31,5.92,28.48
805.65,20130624,1100,26,65,0.31,6.3,10.69
658.62,20130624,1200,26,66,0.3,6.09,19.69
697.09,20130624,1300,25.9,68,0.3,5.98,68.92
448.3,20130624,1400,25.2,70,0.3,5.56,67.57
352.9,20130624,1500,23.6,79,0.3,6.57,39.78
491.29,20130624,1600,25.6,70,0.3,5.57,33.99
46.3,20130624,1700,23.6,79,0.3,5.65,89.31
92.16,20130624,1800,22.5,82,0.3,5.27,40.33
26.84,20130624,1900,22.3,85,0.3,5.3,26.58
0,20130624,2000,20.9,93,0.3,3.83,51.34
0,20130624,2100,20.2,96,0.3,3.15,72.18
0,20130624,2200,20.1,96,0.3,4.66,23.23
0,20130624,2300,20.1,96,0.3,4.18,138.48
0,20130625,0,19.8,95,0.3,4.1,9.85
0,20130625,100,19.3,97,0.3,5.09,149.47
0,20130625,200,19.2,98,0.3,4.72,102.27
0,20130625,300,19.1,98,0.3,4.96,76.61
0,20130625,400,19,98,0.3,4.51,36.65
0,20130625,500,19.4,98,0.3,5.24,100.33
53.95,20130625,600,20.1,97,0.3,5.54,142.64
101.44,20130625,700,20.7,96,0.3,5.84,48.31
148.89,20130625,800,21.1,96,0.3,5.13,133.23
99.59,20130625,900,21.6,95,0.36,5.42,56.8
225.9,20130625,1000,22.1,95,0.36,6.1,41.85
649.03,20130625,1100,24.2,86,0.36,6.54,41.79
370.42,20130625,1200,24.5,82,0.36,6.65,122.95
594.84,20130625,1300,25.3,78,0.35,6.14,115.73
588.5,20130625,1400,26.1,74,0.35,6.29,99.91
465.97,20130625,1500,26.6,70,0.35,5.61,70.22
359.04,20130625,1600,26.3,74,0.34,5.62,147.11
266.71,20130625,1700,25.9,78,0.34,5.41,120.89
157.61,20130625,1800,25.9,75,0.34,5.36,99.17
23.33,20130625,1900,24.2,81,0.34,5.42,17.71
0,20130625,2000,22.4,91,0.34,4.88,48.1
0,20130625,2100,21.8,92,0.34,4.83,52.09
0,20130625,2200,21.4,92,0.33,4.31,95.76
0,20130625,2300,20.8,95,0.34,4.3,6.51
0,20130626,0,20.6,96,0.34,5.24,51.49
0,20130626,100,20.3,97,0.33,3.77,133.54
0,20130626,200,20.2,97,0.33,4.74,51.19
0,20130626,300,19.8,98,0.33,4.75,19.05
0,20130626,400,18.9,99,0.33,5.1,20.21
4.82,20130626,500,18.4,99,0.33,5.31,50.55
64.17,20130626,600,19.6,98,0.33,5.63,131.84
204.09,20130626,700,-9999,95,0.33,5.89,21.54
395.81,20130626,800,23.4,87,0.33,6.42,21.89
556.18,20130626,900,24.9,79,0.33,6.68,137.62
632.23,20130626,1000,25.5,76,0.33,6.21,63.61
797.71,20130626,1100,26.5,71,0.32,6.01,39.18
818.72,20130626,1200,26.8,69,0.32,6.43,111.4
781.73,20130626,1300,27.6,65,0.32,6.45,102.59
577.33,20130626,1400,27.5,64,0.31,6.79,109.73
666.62,20130626,1500,28,61,0.32,6.53,82.91
489,20130626,1600,27.8,61,0.31,6.37,88.93
320.81,20130626,1700,27.5,63,0.31,5.87,20.86
179.09,20130626,1800,26.8,67,0.31,5.12,146.16
37.1,20130626,1900,25.6,72,0.31,5.04,85.85
0,20130626,2000,23.8,79,0.31,3.99,50.7
0,20130626,2100,23,82,0.31,4.84,28.84
0,20130626,2200,22.7,82,0.31,3.95,104.98
0,20130626,2300,22.2,85,0.31,4.68,126.6
0,20130627,0,22.9,83,0.31,4.62,3.08
0,20130627,100,22.3,77,0.31,4.74,41.4
0,20130627,200,21.5,83,0.31,4.93,44.66
0,20130627,300,22.2,86,0.31,5.2,71.61
0,20130627,400,21.9,86,0.31,4.91,93.26
2.1,20130627,500,21.2,90,0.31,5.61,120.47
60.61,20130627,600,21.6,86,0.31,5.82,126.75
195.44,20130627,700,22.4,82,0.31,5.88,55.17
155.71,20130627,800,22.4,84,0.31,5.44,119.3
146.58,20130627,900,22.4,86,0.31,5.26,68.41
109.37,20130627,1000,22.5,89,0.3,6.05,67.87
230.04,20130627,1100,23.2,89,0.31,5.85,15.9
638.9,20130627,1200,25,84,0.3,6.29,75.9
787.73,20130627,1300,26.5,76,0.3,5.96,9.18
587.22,20130627,1400,27,73,0.31,5.7,125.74
87.49,20130627,1500,24.8,79,0.3,5.82,96.92
378.07,20130627,1600,23.6,82,0.31,5.99,105.77
224.95,20130627,1700,24.9,82,0.3,5.04,21.73
65.35,20130627,1800,25,83,0.3,5.57,68.63
47.37,20130627,1900,24.2,86,0.31,4.7,114.06
1.69,20130627,2000,24.1,82,0.3,4.9,21.21
0,20130627,2100,21.9,91,0.3,4.14,149.55
0,20130627,2200,20.5,97,0.3,4.57,38.12
0,20130627,2300,19.6,98,0.3,4.54,138.48
0,20130628,0,18.8,98,0.3,4.26,148.01
0,20130628,100,18.7,98,0.3,5.3,49.09
0,20130628,200,18.9,98,0.3,4.36,42.68
0,20130628,300,20,94,0.3,4.57,98.44
0,20130628,400,20.2,94,0.3,5.06,146.76
6.53,20130628,500,19.1,96,0.3,5.97,4.36
79.6,20130628,600,19.7,96,0.3,6.28,139.45
262.6,20130628,700,21.8,91,0.29,5.88,125.66
330.69,20130628,800,23.9,79,0.3,6.63,67.02
476.19,20130628,900,24.6,73,0.29,6.75,39.83
627.09,20130628,1000,26.2,65,0.29,5.6,29.88
347.86,20130628,1100,25.7,67,0.29,5.61,83.61
297.77,20130628,1200,25.2,74,0.29,5.87,148.49
555.87,20130628,1300,25.2,78,0.29,5.81,106.74
513.29,20130628,1400,25.5,71,0.29,5.75,91.41
455.9,20130628,1500,25.2,65,0.29,5.92,131.19
570.23,20130628,1600,25.6,60,0.29,6.36,40.39
366.98,20130628,1700,25,60,0.28,5.72,70.43
185.64,20130628,1800,24.7,61,0.28,5.48,117.58
33.59,20130628,1900,23.2,71,0.28,5.05,131.64
0,20130628,2000,20.1,87,0.29,4.16,54.38
0,20130628,2100,19.3,92,0.29,4.95,89.68
0,20130628,2200,19.6,91,0.28,3.74,92.75
0,20130628,2300,19.6,94,0.28,5.37,84.45
0,20130629,0,19.9,91,0.3,4.47,43.9
0,20130629,100,18.9,94,0.29,4.57,110.83
0,20130629,200,18.2,97,0.29,5.28,13.04
0,20130629,300,17.4,98,0.29,5.29,105.24
0,20130629,400,16.5,99,0.29,4.87,61.31
2.76,20130629,500,16.4,99,0.29,5.4,22.97
94.65,20130629,600,16.8,99,0.29,6.25,5.79
299.4,20130629,700,18.7,95,0.3,6.01,124.5
491.49,20130629,800,21.3,80,0.3,5.86,96.74
665.91,20130629,900,22.9,67,0.3,6.69,96.67
808.28,20130629,1000,24.1,59,0.29,6.44,50.84
827.71,20130629,1100,24.8,54,0.29,6.38,124.22
774.32,20130629,1200,24.9,54,0.29,6.83,22.55
696.11,20130629,1300,25.1,52,0.29,6.37,136.81
843.01,20130629,1400,25.6,50,0.29,6.01,75.31
637.5,20130629,1500,25.3,54,0.28,6.67,69.63
524.88,20130629,1600,25.4,53,0.28,6.26,131.04
378.62,20130629,1700,25.2,53,0.28,6.01,44.68
160.07,20130629,1800,24.4,57,0.28,5.03,114.55
27.2,20130629,1900,22.5,71,0.28,4.96,135.9
0,20130629,2000,19.7,86,0.28,4.39,119.27
0,20130629,2100,19.1,90,0.28,4.59,30.51
