solar_generation,date (YYYYMMDD),hour (HHMM),variable_1,variable_2,variable_3,variable_4,variable_5
70.71,20150228,800,-5.2,67,0.42,6.08,22.41
237.83,20150228,900,-3.5,65,-99,6.26,149.91
427.16,20150228,1000,-0.7,61,-99,6.5,26.75
694.09,20150228,1100,2.2,58,-99,6.12,139.6
673.52,20150228,1200,4.5,59,0.42,5.98,56.86
760.71,20150228,1300,5.6,58,0.43,6.62,115.98
656.28,20150228,1400,6.5,55,-99,6.34,53.5
516.09,20150228,1500,7,54,0.48,5.73,55.68
369.43,20150228,1600,7.5,52,-99,5.54,133.55
56.77,20150228,1700,6.6,51,-99,4.05,123.31
0,20150228,1800,5.6,52,0.46,4.32,139.17
0,20150228,1900,4.7,57,0.45,5.26,122.21
0,20150228,2000,3.9,61,0.44,4.78,94.28
0,20150228,2100,3.2,65,-99,4.74,81.48
0,20150228,2200,3.5,64,0.44,4.15,138.98
0,20150228,2300,4.3,60,0.43,5.37,111.96
0,20150301,0,4.7,60,0.43,4.66,36.39
0,20150301,100,4.6,63,0.43,4.36,95.72
0,20150301,200,4.6,67,0.43,4.25,143.83
0,20150301,300,4.7,71,0.42,4.89,40.23
0,20150301,400,4.7,76,0.43,4.86,121.02
0,20150301,500,4.9,79,0.43,4.65,13.87
0,20150301,600,5.1,83,0.43,4.54,67.26
2.27,20150301,700,5.7,85,0.43,4.66,54.36
29.03,20150301,800,6.4,85,0.43,5.48,77.62
86.93,20150301,900,6.9,87,0.43,5.38,139.7
103.22,20150301,1000,7.2,90,0.43,5.91,122.26
136.58,20150301,1100,7.3,91,0.43,5.88,64.74
142.24,20150301,1200,7.1,92,0.43,5.96,129.02
86.96,20150301,1300,7.3,95,0.43,5.89,52.09
128.09,20150301,1400,7.5,97,0.43,5.25,64.91
92.03,20150301,1500,7.8,96,0.43,5.27,56.78
65.84,20150301,1600,7.7,97,0.43,4.34,133.35
9.93,20150301,1700,7.7,97,0.43,3.94,9.63
0,20150301,1800,7.4,97,0.43,5.08,112.68
0,20150301,1900,7.2,97,0.43,4.46,149.93
0,20150301,2000,7,98,0.43,4.84,29.01
0,20150301,2100,6.8,98,0.43,4.55,84.34
0,20150301,2200,6.8,98,0.43,3.66,57.61
0,20150301,2300,6.8,98,0.43,4.71,128.1
0,20150302,0,6.9,98,0.44,4.13,36.07
0,20150302,100,7.1,98,0.44,4.85,0.78
0,20150302,200,7.4,98,0.44,4.09,59.95
0,20150302,300,4.4,96,0.44,5.33,141.32
0,20150302,400,3.2,96,0.44,4.32,104.08
0,20150302,500,2,96,0.44,4.13,3.47
0,20150302,600,1.1,97,0.44,3.76,8.07
0,20150302,700,0.3,96,0.44,4.48,142.51
20.61,20150302,800,-0.1,96,0.44,5.14,134.05
62.6,20150302,900,-0.2,96,0.44,5.42,138.52
121.1,20150302,1000,0.1,96,0.43,5.32,24.73
114.48,20150302,1100,0,95,0.43,6.08,130.58
268.85,20150302,1200,0.4,92,0.43,6.71,43.53
723.15,20150302,1300,2,82,0.43,6.68,17.64
699.55,20150302,1400,3.1,78,0.43,5.89,40.57
528.02,20150302,1500,-9999,-9999,-99,6.46,18.95
391.05,20150302,1600,5.7,61,0.43,5.6,139.24
180.39,20150302,1700,5.7,60,0.43,4.71,96.78
15.84,20150302,1800,4.9,62,0.43,4.16,3.64
0,20150302,1900,3.5,76,0.43,4.16,6.92
0,20150302,2000,4.1,74,0.43,4.96,3.97
0,20150302,2100,4.2,69,0.43,4.98,7.85
0,20150302,2200,4.4,66,0.43,4.63,145.73
0,20150302,2300,4.5,63,0.43,4.88,69.67
0,20150303,0,4.6,64,0.43,5.16,100.46
0,20150303,100,5,66,0.43,4.48,42.26
0,20150303,200,5.3,69,0.43,4.55,5.83
0,20150303,300,5.5,70,0.43,4.29,113.85
0,20150303,400,5,85,0.43,4.96,15.02
0,20150303,500,5.5,97,0.42,5.07,95.7
0,20150303,600,6.1,98,0.42,4.28,85.63
1.47,20150303,700,6.6,98,0.42,5.11,34.41
18.73,20150303,800,7.4,98,0.42,4.97,39.81
54.64,20150303,900,8.4,98,0.43,5.51,4.03
60.4,20150303,1000,9.6,98,0.43,5.09,140.64
88.55,20150303,1100,10.2,98,0.43,5.29,49.71
139.24,20150303,1200,11.1,96,0.42,5.43,64.9
100.9,20150303,1300,11.5,95,0.43,5.41,84.22
94.16,20150303,1400,11.4,97,0.42,5.49,46.94
37.37,20150303,1500,11.7,96,0.42,5.5,21.5
26.46,20150303,1600,11.7,98,0.42,4.24,109.79
3.96,20150303,1700,11.9,98,0.42,4.14,11.77
0,20150303,1800,12.2,97,0.43,3.94,118.95
0,20150303,1900,12.1,97,0.43,4.46,51.96
0,20150303,2000,12.3,97,0.43,4.69,91.89
0,20150303,2100,12.7,97,0.43,3.88,10.48
0,20150303,2200,13.3,98,0.43,5.18,74.79
0,20150303,2300,14,96,0.43,5.03,114.36
0,20150304,0,14.3,96,0.43,4.86,117.59
0,20150304,100,14.7,95,0.44,3.46,77.04
0,20150304,200,15.2,95,0.45,4.85,141.33
0,20150304,300,15.2,95,0.45,4.17,10.55
0,20150304,400,15,96,0.46,4.59,129.49
0,20150304,500,15.1,96,0.47,4.62,103.92
0,20150304,600,15.5,94,0.47,4.72,46.32
2.56,20150304,700,15.5,93,0.48,4.99,65.98
18.43,20150304,800,15.4,95,0.47,5.26,130.98
9.12,20150304,900,15.4,95,0.47,4.99,16.3
28,20150304,1000,15.6,94,0.47,5.35,46.18
30.55,20150304,1100,15.8,93,0.48,5.49,26.8
84.72,20150304,1200,16.3,91,0.48,5.11,114.42
45.93,20150304,1300,14.6,93,0.48,5.25,102.41
33.16,20150304,1400,10.6,95,0.48,5.49,38.66
28.17,20150304,1500,10.1,96,0.48,5.06,111.45
5.62,20150304,1600,10,97,0.48,4.49,16.29
1.2,20150304,1700,8.4,95,0.49,4.87,96.94
0,20150304,1800,5.9,94,0.48,4.62,41.57
0,20150304,1900,4.4,94,0.48,5.17,94.3
0,20150304,2000,2.7,93,0.48,4.68,80.73
0,20150304,2100,1.9,94,0.48,4.65,6.95
0,20150304,2200,1.7,95,0.49,4.88,104.17
0,20150304,2300,1.2,94,0.48,4.61,44.56
0,20150305,0,0.8,94,0.48,4.73,39.27
0,20150305,100,0.1,94,0.49,4.53,143.26
0,20150305,200,-0.3,93,0.48,4.53,44.35
0,20150305,300,-0.5,93,0.49,5.26,35.17
0,20150305,400,-0.8,94,0.49,5.08,97.66
0,20150305,500,-1.2,93,0.49,5.05,78.63
0,20150305,600,-1.9,93,0.49,4.43,46.26
0,20150305,700,-3.1,91,0.48,5.22,148.82
7.38,20150305,800,-4.3,91,0.49,5.57,94.81
33.54,20150305,900,-4.8,89,0.49,5.78,100.84
124.41,20150305,1000,-5,89,0.49,5.87,147.73
222.25,20150305,1100,-5.3,89,0.49,5.66,52.64
155.79,20150305,1200,-5.3,89,0.48,5.9,54.38
123.29,20150305,1300,-6,91,0.48,5.8,100.45
122.2,20150305,1400,-6.2,90,0.47,5.28,83.68
107.87,20150305,1500,-6.1,87,0.47,4.98,78.45
51.84,20150305,1600,-7,90,0.47,5.89,16.68
77.15,20150305,1700,-7.3,90,0.47,4.81,68.51
4.91,20150305,1800,-7.6,88,0.47,4.93,76.22
0,20150305,1900,-8.1,82,0.47,4.89,39.59
0,20150305,2000,-8.2,83,0.47,3.99,49.56
0,20150305,2100,-8.5,81,0.47,4.98,97.11
0,20150305,2200,-9,81,0.47,4.95,86.02
0,20150305,2300,-9.5,82,0.47,4.53,73.79
0,20150306,0,-9.8,84,0.46,4.66,39.55
0,20150306,100,-9.9,84,0.46,4.38,111.36
0,20150306,200,-10.1,81,0.47,4.99,50.04
0,20150306,300,-10.4,80,0.47,4.98,15.08
0,20150306,400,-10.8,84,0.46,4.78,89.38
0,20150306,500,-11.1,85,0.46,4.07,79.43
0,20150306,600,-11.2,82,0.46,5.21,100.57
89.5,20150306,700,-11,80,-99,6.25,4.4
340.87,20150306,800,-9.6,74,0.45,6.34,50.68
540.46,20150306,900,-7.8,68,0.45,5.97,41.1
689.29,20150306,1000,-6.7,69,0.45,6.59,56.91
802.91,20150306,1100,-5.3,65,0.45,6.14,105.62
828.69,20150306,1200,-3.8,63,0.46,6.63,40.63
813.36,20150306,1300,-2.2,65,0.47,6.14,116.75
736.31,20150306,1400,-1,56,0.48,6.12,140.31
607.97,20150306,1500,-0.1,56,0.48,6.31,72.59
423.36,20150306,1600,0.4,53,0.48,6.17,58.47
206.89,20150306,1700,0.3,49,0.48,4.95,3.8
26.17,20150306,1800,-0.7,53,0.48,4.28,48
0,20150306,1900,-2.1,64,0.48,4.56,11.94
0,20150306,2000,-2.8,65,0.48,5.01,13.33
0,20150306,2100,-3.7,73,0.48,4.28,56.81
0,20150306,2200,-4.2,76,-99,4.32,110.02
0,20150306,2300,-4.9,82,-99,4.74,122.35
0,20150307,0,-5.6,88,0.47,5.45,11.55
0,20150307,100,-5.2,84,0.47,4.97,70.86
0,20150307,200,-5.8,86,0.47,4.43,39.69
0,20150307,300,-5.7,86,0.47,4.45,110.57
0,20150307,400,-6.2,89,-99,4.96,20.32
0,20150307,500,-6.2,89,-99,4.53,12.53
0,20150307,600,-6.4,88,-99,5.33,83.35
52.87,20150307,700,-5.6,84,0.47,5.76,25.21
253.47,20150307,800,-3.1,73,0.47,6.19,20.37
464.89,20150307,900,-0.1,60,0.46,6.34,8.52
636.56,20150307,1000,3.1,52,0.47,6.35,98.28
754.98,20150307,1100,5.3,46,0.47,6.28,65.99
812.81,20150307,1200,7.3,45,0.47,6.03,45.53
805.82,20150307,1300,9.3,35,0.47,6.6,58.34
734.72,20150307,1400,10.4,32,0.47,6.12,133.31
601.26,20150307,1500,11.2,32,0.47,6.45,108.4
418.87,20150307,1600,11.1,30,0.46,5.54,33.6
203.14,20150307,1700,10.5,32,0.46,5.53,130.12
26.34,20150307,1800,9.1,35,0.47,4.67,24.56
0,20150307,1900,7.6,39,0.47,4.13,120.54
0,20150307,2000,6.8,40,0.46,4.52,142.24
0,20150307,2100,5.7,43,0.46,4.58,77.34
0,20150307,2200,4.7,45,0.47,4.83,49.65
0,20150307,2300,4,46,0.47,4.53,1.52
0,20150308,0,3.1,49,0.46,3.89,130.66
0,20150308,100,2.7,52,0.47,4.58,46.24
0,20150308,200,2.7,52,0.47,3.82,92.11
0,20150308,300,3.3,50,0.47,4.66,132.98
0,20150308,400,2.7,52,0.47,4.82,75.51
0,20150308,500,1.5,58,0.46,5.08,85.31
0,20150308,600,-0.5,68,0.47,5.55,69.98
45.66,20150308,700,-0.4,70,0.47,6.02,118.34
256.35,20150308,800,3.6,55,0.47,6.02,30.45
453.66,20150308,900,6.3,49,0.46,5.96,71.73
637.08,20150308,1000,9.1,42,0.46,6.16,74.28
746.73,20150308,1100,10.9,40,0.47,6.41,126.89
791.18,20150308,1200,12.9,34,0.47,6.57,1.5
748.22,20150308,1300,14.4,27,0.47,6.15,145.33
646.72,20150308,1400,15.5,26,0.46,6.04,3.15
399.02,20150308,1500,15.8,26,0.46,6.05,31.28
191.28,20150308,1600,15,25,0.45,4.8,59.45
37.79,20150308,1700,14.2,26,0.45,5.21,15.33
0,20150308,1800,12.8,30,0.45,3.97,19.02
0,20150308,1900,11.8,30,0.45,4.64,63.49
0,20150308,2000,11.2,32,0.45,4.32,137.62
0,20150308,2100,11.1,32,0.44,4.95,59.09
0,20150308,2200,11,34,0.44,4.94,26.99
0,20150308,2300,10.2,40,0.44,4.82,37.4
0,20150309,0,7.5,70,0.44,4.83,145.08
0,20150309,100,6.7,80,0.44,5.04,61.2
0,20150309,200,6.6,80,0.44,4.38,61.67
0,20150309,300,6.3,82,0.44,4.87,46.53
0,20150309,400,5.7,90,0.44,4.57,118.37
0,20150309,500,5.6,93,0.44,3.72,140.81
0,20150309,600,5.4,96,0.44,4.89,110.48
11.99,20150309,700,5.5,97,0.44,5,79.05
67.14,20150309,800,6.2,95,0.44,6.05,30.59
157.98,20150309,900,7.2,90,0.44,5.7,57.69
332.34,20150309,1000,8.6,85,0.44,5.81,120.97
180.26,20150309,1100,9.1,81,0.44,6.09,20.43
398.91,20150309,1200,9.9,78,0.44,6.34,72.28
390.54,20150309,1300,11.5,73,0.44,6.15,102.79
280.27,20150309,1400,12.2,68,0.44,5.8,94.33
270.73,20150309,1500,12.8,66,0.44,5.67,43.03
134.93,20150309,1600,12.8,65,0.44,5.33,47.94
53.12,20150309,1700,12.3,68,0.44,5.05,111.27
5.79,20150309,1800,11.4,73,0.44,4.65,92.11
0,20150309,1900,10.3,79,0.43,4.43,120.18
0,20150309,2000,9.2,87,0.44,4.6,134.29
0,20150309,2100,8.7,92,0.44,4.25,125.9
0,20150309,2200,8.6,91,0.44,3.73,149.44
0,20150309,2300,8.6,93,0.44,4.29,66.56
0,20150310,0,8.8,94,0.44,4.57,127.63
0,20150310,100,9,94,0.46,4.78,127.26
0,20150310,200,9,96,0.48,4.7,106.63
0,20150310,300,8.9,97,0.47,4.39,94.69
0,20150310,400,9.4,97,0.48,4.27,42.41
0,20150310,500,10.3,95,0.48,3.88,94.41
0,20150310,600,10.5,95,0.48,5.38,146.57
6.09,20150310,700,11.2,92,0.48,5.33,83.41
68.7,20150310,800,11.8,90,0.48,6.13,92.85
115.68,20150310,900,12.9,87,0.48,5.17,41.35
77.46,20150310,1000,13,88,0.48,5.2,15.82
95.73,20150310,1100,12.8,92,0.48,5.38,108.21
180.72,20150310,1200,13.6,92,0.49,5.37,33.22
82.4,20150310,1300,14.2,91,0.48,5.37,27.56
70.05,20150310,1400,14.1,93,0.48,4.76,13.43
40.19,20150310,1500,14.6,94,0.48,4.57,109.12
17.39,20150310,1600,14.9,94,0.48,5.17,45.4
2.37,20150310,1700,15.2,94,0.49,4.58,74.78
0,20150310,1800,15.3,95,0.48,5.28,85.24
0,20150310,1900,15.5,95,0.48,4.58,48.23
0,20150310,2000,15.7,95,0.49,4.54,10.6
0,20150310,2100,15.7,96,0.49,4.43,71.69
0,20150310,2200,15.6,96,0.49,4.25,54.34
0,20150310,2300,15,96,0.48,4.5,149.28
0,20150311,0,14.6,97,0.48,4.6,29.6
0,20150311,100,14.5,96,0.48,4.98,43.01
0,20150311,200,14,96,0.49,4.69,148.63
0,20150311,300,13.7,98,0.49,4.48,33.45
0,20150311,400,13.5,98,0.49,4.65,148.3
0,20150311,500,13.4,99,0.48,5.08,27.63
0,20150311,600,13.2,99,0.49,5.47,44.39
2.58,20150311,700,13.2,99,0.49,5.42,149.52
37.41,20150311,800,13.5,99,0.49,5.82,93.7
151.24,20150311,900,13.8,97,0.48,6.04,76
160.26,20150311,1000,14.2,94,0.49,5.59,117.64
299.99,20150311,1100,15.2,89,0.48,5.74,28.49
431.65,20150311,1200,16.3,82,0.49,5.77,150.43
483.02,20150311,1300,17.1,77,0.49,6.21,135.9
690.88,20150311,1400,17.1,77,0.48,5.66,66
306.38,20150311,1500,14.8,89,0.48,6.48,106.05
312.66,20150311,1600,14.3,89,0.47,5.4,5.26
183.14,20150311,1700,13.8,88,0.47,4.55,63.91
5.69,20150311,1800,12.9,88,0.47,4.7,52.15
0,20150311,1900,12.1,92,0.47,5.2,42.51
0,20150311,2000,11.7,94,0.47,4.37,5.12
0,20150311,2100,11.5,93,0.47,4.7,66.65
0,20150311,2200,11.2,91,0.47,4.83,13.3
0,20150311,2300,10.4,93,0.47,3.76,45.46
0,20150312,0,9.5,94,0.47,4.46,35.75
0,20150312,100,9.1,96,0.47,4.65,8.62
0,20150312,200,8.8,97,0.47,5.18,33.2
0,20150312,300,7.9,97,0.47,4.67,8.66
0,20150312,400,7.1,99,0.47,4.79,134.43
0,20150312,500,7,97,0.47,4.93,14.11
0,20150312,600,7,96,0.47,5.13,24.28
50.13,20150312,700,7.4,95,0.47,5.42,54.78
200.18,20150312,800,9.1,88,0.47,6.12,42.27
430.73,20150312,900,12.4,70,0.47,6.17,63.62
461.89,20150312,1000,14.7,55,0.46,5.79,103.6
585.22,20150312,1100,15.9,52,0.47,6.7,11.99
578.22,20150312,1200,16.6,55,0.46,5.79,59.48
473.57,20150312,1300,17.4,58,0.47,6.2,8.25
451.43,20150312,1400,17.7,62,0.46,5.85,110.12
302.51,20150312,1500,18,63,0.47,5.22,94.87
157.76,20150312,1600,18,64,0.47,4.75,69.11
37.04,20150312,1700,17.3,66,0.46,4.62,66.91
0,20150312,1800,16.5,69,0.46,4.85,103.1
0,20150312,1900,15.9,69,0.47,5.25,19.6
0,20150312,2000,15.4,70,0.46,4.57,135.54
0,20150312,2100,14.9,71,0.46,4.79,2.62
0,20150312,2200,14.2,76,0.46,4.52,84.82
0,20150312,2300,14.2,64,0.46,4.98,92.9
0,20150313,0,13.9,63,0.46,4.68,109.31
0,20150313,100,12.3,78,0.46,4.1,136.97
0,20150313,200,11.5,90,0.46,5.05,123.95
0,20150313,300,11.8,82,0.46,4.82,38.41
0,20150313,400,12,77,0.46,4.89,106.53
0,20150313,500,11.3,77,0.46,4.02,35.4
0,20150313,600,9.9,83,0.46,4.61,45.99
1.84,20150313,700,9.2,83,0.46,5.55,72.57
26.5,20150313,800,8.8,87,0.47,5.09,22.01
85.57,20150313,900,9.2,81,0.47,6.03,87.04
136.41,20150313,1000,9.3,79,0.47,5.3,21.75
159.68,20150313,1100,9,86,0.47,5.55,96.61
209.69,20150313,1200,9.3,87,0.47,5.34,11.22
167.78,20150313,1300,9.6,89,0.48,5.05,43.32
105.59,20150313,1400,9.4,91,0.49,5.42,13.37
95.83,20150313,1500,9.8,92,0.49,5.32,129.38
66.56,20150313,1600,10.7,88,0.49,5.21,23.28
19.53,20150313,1700,10.8,88,0.49,3.83,131.24
0,20150313,1800,10.5,90,0.49,4.37,39.74
0,20150313,1900,10.3,91,0.49,4.48,121.04
0,20150313,2000,10.2,93,0.49,4.55,41.89
0,20150313,2100,9.9,95,0.49,4.43,130.02
0,20150313,2200,10,95,0.49,4.72,106.44
0,20150313,2300,10.2,95,0.49,5.08,44.07
0,20150314,0,10.4,94,0.49,4.76,131.46
0,20150314,100,10.3,94,0.49,4.33,148.2
0,20150314,200,10.2,94,0.49,4.8,42.19
0,20150314,300,10.3,95,0.49,4.95,73.7
0,20150314,400,10.9,95,0.48,4.19,78.71
0,20150314,500,11.4,96,0.49,5.19,65.72
0,20150314,600,11.5,96,0.49,4.17,6.53
0,20150314,700,11.4,96,0.49,4.37,52.11
11.03,20150314,800,11.4,96,0.49,4.97,100.14
45.56,20150314,900,11.6,96,0.49,4.93,77.59
71.44,20150314,1000,11.7,97,0.49,6.19,48.25
134.69,20150314,1100,12.5,97,0.49,5.4,10.27
95.5,20150314,1200,13.2,96,0.49,5.45,11.86
191.68,20150314,1300,13.5,95,0.49,5.52,131.1
244.48,20150314,1400,13.5,94,0.49,5.5,61.86
200.4,20150314,1500,13.5,93,0.49,5.25,3.85
121.07,20150314,1600,13.2,94,0.49,5.4,148.66
43.27,20150314,1700,12.8,94,0.49,4.73,76.19
2.99,20150314,1800,12.5,95,0.49,4.66,6.63
0,20150314,1900,12.3,96,0.49,4.92,135.3
0,20150314,2000,12.2,96,0.49,4.85,97.32
0,20150314,2100,12.1,95,0.49,4.4,15.49
0,20150314,2200,11.4,94,0.49,4.3,54.73
0,20150314,2300,11.1,95,0.49,5.15,43.09
0,20150315,0,10.8,93,0.49,4.91,66.14
0,20150315,100,10.3,94,0.49,5.26,110.1
0,20150315,200,9.7,95,0.49,5.09,142.84
0,20150315,300,9.2,92,0.49,4.07,17.72
0,20150315,400,7.9,94,0.49,4.18,83.12
0,20150315,500,7.4,96,0.49,4.21,114.74
0,20150315,600,6.9,98,0.49,5.47,122.83
41.51,20150315,700,5.7,99,0.49,5.55,150.01
139.97,20150315,800,7.5,96,0.49,6.11,82.4
410.15,20150315,900,9,84,0.49,6.83,74.56
690.23,20150315,1000,11.1,67,0.49,6.16,71.91
806.23,20150315,1100,12.9,58,0.49,6.49,61.09
862.02,20150315,1200,14.8,49,0.49,6.52,132.54
851.38,20150315,1300,16.5,43,0.49,6.79,139.53
774.59,20150315,1400,17.6,41,0.48,5.96,61.91
634.72,20150315,1500,18.3,38,0.48,5.97,44.1
453.61,20150315,1600,18.5,39,0.48,6.35,136.73
253.28,20150315,1700,18,38,0.48,5.42,90
44.79,20150315,1800,16,39,0.49,5.11,6.94
0,20150315,1900,12.3,50,0.48,4.91,4.62
0,20150315,2000,10.5,61,0.48,5.02,27.42
0,20150315,2100,7.5,75,0.49,4.39,53.28
0,20150315,2200,6.5,84,0.48,5.41,85.9
0,20150315,2300,5,88,0.48,4.41,9.42
0,20150316,0,4.2,90,0.49,4.1,136.01
0,20150316,100,3.6,93,0.49,4.51,13.3
0,20150316,200,3.3,92,0.47,4.04,50.84
0,20150316,300,2.6,92,0.47,5.11,53.58
0,20150316,400,1.8,94,0.46,5.26,40.28
0,20150316,500,1.6,94,0.46,4.17,85.75
0,20150316,600,1.8,94,0.45,5.5,136.61
93.82,20150316,700,1.8,95,0.46,6.03,17.16
307.04,20150316,800,8.1,82,0.46,6.12,146.45
520.88,20150316,900,13.8,57,0.45,6.72,94.25
690.61,20150316,1000,17,37,0.45,6.41,87.77
786.84,20150316,1100,18.4,31,0.45,5.98,95.36
850.04,20150316,1200,19.8,27,0.45,6.75,136.17
843.39,20150316,1300,21.2,25,0.44,5.94,100.7
764.78,20150316,1400,22,24,0.44,6.76,85.43
646.76,20150316,1500,22.3,21,0.44,6.11,56.17
398.31,20150316,1600,21.9,25,0.44,5.51,4.3
244.1,20150316,1700,21.4,28,0.44,4.98,147.15
48.13,20150316,1800,20,30,0.43,4.79,26.51
0,20150316,1900,17.5,35,0.43,5.28,2.9
0,20150316,2000,16.4,40,0.43,4.96,41.98
0,20150316,2100,14.7,47,0.43,4.38,134.34
0,20150316,2200,13.8,51,0.43,4.23,80.95
0,20150316,2300,13.8,55,0.43,5.36,62.14
0,20150317,0,12.2,62,0.43,3.88,59.92
0,20150317,100,13,65,0.43,5.14,2.24
0,20150317,200,14.7,65,0.43,5.03,61.22
0,20150317,300,13.7,68,0.43,5.01,117.49
0,20150317,400,13.7,73,0.43,4.41,38.64
0,20150317,500,13.4,78,0.43,5.33,1.58
0,20150317,600,12.5,82,0.43,5.5,106.62
77.27,20150317,700,12.7,84,0.43,5.56,139.38
260.55,20150317,800,14.2,81,0.43,6.18,132.12
413.59,20150317,900,15.1,77,0.43,6.78,79.57
637.67,20150317,1000,16.7,71,0.43,6.31,38.23
725.63,20150317,1100,18.3,65,0.43,6.23,107.94
717.52,20150317,1200,18.5,64,0.43,5.94,37.94
559.95,20150317,1300,18.7,63,0.42,5.85,65.66
324.33,20150317,1400,17.2,69,0.42,5.83,108.81
283.69,20150317,1500,16.5,69,0.42,6.38,74.94
240.69,20150317,1600,16.7,64,0.42,6.07,63.43
155.11,20150317,1700,16.7,60,0.42,5.38,35.07
16.41,20150317,1800,15.6,62,0.42,4.73,124.04
0,20150317,1900,13.9,62,0.42,4.42,61.04
0,20150317,2000,12,63,0.42,3.8,44.53
0,20150317,2100,10.1,58,0.42,4.94,7.6
0,20150317,2200,8.3,66,0.42,5.12,12.81
0,20150317,2300,7.7,67,0.42,4.83,113
0,20150318,0,7,64,0.42,4.9,93.01
0,20150318,100,6.3,60,0.42,3.5,144.1
0,20150318,200,5.2,59,0.42,4.49,21.98
0,20150318,300,4.3,60,0.42,4.48,94.37
0,20150318,400,3.4,62,0.42,4.96,60.83
0,20150318,500,2.7,66,0.41,4.98,46.85
0,20150318,600,2.4,68,0.41,5.12,138.03
18.03,20150318,700,2.3,69,0.41,5.44,149.64
87.72,20150318,800,2.7,69,0.42,5.23,23.93
88.26,20150318,900,3.3,67,0.42,6.15,75.6
179.37,20150318,1000,4.1,65,0.42,5.56,110.72
174.78,20150318,1100,4.9,63,0.42,5.99,10.64
252.69,20150318,1200,6.1,59,0.41,5.97,106.84
242.39,20150318,1300,7.5,55,0.42,6.04,135.31
263.36,20150318,1400,8.8,50,0.41,5.71,115.16
300.07,20150318,1500,9.9,47,0.41,5.24,136.65
126.47,20150318,1600,10.2,43,0.41,5.27,128.49
24.86,20150318,1700,9.9,45,0.41,2.91,25.79
0,20150318,1800,9.3,45,0.41,4.33,41.64
0,20150318,1900,8.9,44,0.41,4.48,135.24
0,20150318,2000,8.2,47,0.42,5.03,57.2
0,20150318,2100,7.7,45,0.42,5.24,105.26
0,20150318,2200,7.3,47,0.41,4.65,134.31
0,20150318,2300,6.8,51,0.41,4.78,89.77
0,20150319,0,6.7,52,0.41,4.4,34.57
0,20150319,100,6.8,52,0.41,4.92,38.85
0,20150319,200,6.6,54,0.41,4.91,44.26
0,20150319,300,5.7,65,0.41,4.48,3.27
0,20150319,400,4.7,78,0.41,4.91,147.46
0,20150319,500,4.6,80,0.41,4.69,5.19
0,20150319,600,4.5,84,0.41,4.66,143.02
0,20150319,700,4.3,90,0.42,4.17,15.61
3.21,20150319,800,4.5,93,0.43,4.64,125.06
19.08,20150319,900,4.8,95,0.44,5.41,18.68
60.22,20150319,1000,5.3,96,0.44,5.46,72.18
63.4,20150319,1100,6,97,0.44,5.83,133.74
90.94,20150319,1200,6.6,97,0.44,5.69,61.65
89.07,20150319,1300,7,97,0.44,5.62,104.81
47.49,20150319,1400,7.4,97,0.44,5.7,18.97
38.86,20150319,1500,8.3,97,0.44,4.88,88.78
16.85,20150319,1600,8.5,96,0.44,4.67,34.73
12.69,20150319,1700,8.6,96,0.44,4.17,114.8
0,20150319,1800,8.7,96,0.44,4.65,29.75
0,20150319,1900,8.7,95,0.43,4.93,85.59
0,20150319,2000,8.6,96,0.43,4.64,14.81
0,20150319,2100,8.5,97,0.43,4.67,143.78
0,20150319,2200,8.5,98,0.43,4.39,129.47
0,20150319,2300,8.5,98,0.43,4.96,40.89
0,20150320,0,8.7,98,0.43,4.66,7.75
0,20150320,100,8.8,98,0.43,4.69,49.79
0,20150320,200,8.7,98,0.43,4.34,101.49
0,20150320,300,8.7,98,0.43,4.52,67.05
0,20150320,400,8.8,98,0.43,4.36,88.75
0,20150320,500,8.8,98,0.43,3.77,94.56
0,20150320,600,8.9,99,0.43,4.25,44.95
2.47,20150320,700,9.1,99,0.43,5.19,124.83
29.98,20150320,800,9.9,99,0.43,5.47,33.39
35.29,20150320,900,9.7,98,0.43,5.14,72.6
63.01,20150320,1000,9.5,97,0.43,6.1,47.84
142.13,20150320,1100,9.2,95,0.43,5.8,148.06
119.9,20150320,1200,9.6,95,0.43,5.36,99.21
116.66,20150320,1300,9.8,94,0.43,6.05,74.33
113.3,20150320,1400,9.5,93,0.43,5.33,81.11
48.64,20150320,1500,9.1,95,0.43,5.08,6.61
64.87,20150320,1600,9,96,0.43,5.4,21.18
26.06,20150320,1700,9,95,0.43,4.38,114.2
0,20150320,1800,8.9,93,0.43,4.99,37.91
0,20150320,1900,8.6,93,0.43,4.13,39.52
0,20150320,2000,8,93,0.43,4.41,37.33
0,20150320,2100,7.4,93,0.43,3.89,127
0,20150320,2200,7,93,0.43,4.11,149.54
0,20150320,2300,6.6,94,0.43,4.18,103.48
0,20150321,0,6.2,94,0.43,4.82,68.74
0,20150321,100,6,95,0.43,3.73,82.15
0,20150321,200,5.9,94,0.43,4.82,141.3
0,20150321,300,6,92,0.43,4.4,83.92
0,20150321,400,6,88,0.43,3.68,89.41
0,20150321,500,6,88,0.43,4.42,0.25
0,20150321,600,5.7,86,0.43,5.64,37.79
43.92,20150321,700,5.7,87,0.43,6.28,128.38
267.76,20150321,800,6.2,84,0.43,6,47.12
547.08,20150321,900,7.5,80,0.42,5.87,144.5
676.33,20150321,1000,9.5,73,0.42,6.14,26.06
810.04,20150321,1100,11.6,62,0.42,6.67,69.72
885.23,20150321,1200,14.3,53,0.42,6.17,17.65
